GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52
Id,Id2,Geography,Occupied housing units; Estimate; Occupied housing units,Occupied housing units; Margin of Error; Occupied housing units,Owner-occupied housing units; Estimate; Occupied housing units,Owner-occupied housing units; Margin of Error; Occupied housing units,Renter-occupied housing units; Estimate; Occupied housing units,Renter-occupied housing units; Margin of Error; Occupied housing units,"Occupied housing units; Estimate; UNITS IN STRUCTURE - 1, detached","Occupied housing units; Margin of Error; UNITS IN STRUCTURE - 1, detached","Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - 1, detached","Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 1, detached","Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - 1, detached","Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 1, detached","Occupied housing units; Estimate; UNITS IN STRUCTURE - 1, attached","Occupied housing units; Margin of Error; UNITS IN STRUCTURE - 1, attached","Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - 1, attached","Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 1, attached","Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - 1, attached","Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 1, attached",Occupied housing units; Estimate; UNITS IN STRUCTURE - 2 apartments,Occupied housing units; Margin of Error; UNITS IN STRUCTURE - 2 apartments,Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - 2 apartments,Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 2 apartments,Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - 2 apartments,Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 2 apartments,Occupied housing units; Estimate; UNITS IN STRUCTURE - 3 or 4 apartments,Occupied housing units; Margin of Error; UNITS IN STRUCTURE - 3 or 4 apartments,Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - 3 or 4 apartments,Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 3 or 4 apartments,Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - 3 or 4 apartments,Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 3 or 4 apartments,Occupied housing units; Estimate; UNITS IN STRUCTURE - 5 to 9 apartments,Occupied housing units; Margin of Error; UNITS IN STRUCTURE - 5 to 9 apartments,Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - 5 to 9 apartments,Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 5 to 9 apartments,Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - 5 to 9 apartments,Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 5 to 9 apartments,Occupied housing units; Estimate; UNITS IN STRUCTURE - 10 or more apartments,Occupied housing units; Margin of Error; UNITS IN STRUCTURE - 10 or more apartments,Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - 10 or more apartments,Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 10 or more apartments,Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - 10 or more apartments,Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - 10 or more apartments,Occupied housing units; Estimate; UNITS IN STRUCTURE - Mobile home or other type of housing,Occupied housing units; Margin of Error; UNITS IN STRUCTURE - Mobile home or other type of housing,Owner-occupied housing units; Estimate; UNITS IN STRUCTURE - Mobile home or other type of housing,Owner-occupied housing units; Margin of Error; UNITS IN STRUCTURE - Mobile home or other type of housing,Renter-occupied housing units; Estimate; UNITS IN STRUCTURE - Mobile home or other type of housing,Renter-occupied housing units; Margin of Error; UNITS IN STRUCTURE - Mobile home or other type of housing,Occupied housing units; Estimate; YEAR STRUCTURE BUILT - 2010 or later,Occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 2010 or later,Owner-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 2010 or later,Owner-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 2010 or later,Renter-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 2010 or later,Renter-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 2010 or later,Occupied housing units; Estimate; YEAR STRUCTURE BUILT - 2000 to 2009,Occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 2000 to 2009,Owner-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 2000 to 2009,Owner-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 2000 to 2009,Renter-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 2000 to 2009,Renter-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 2000 to 2009,Occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1980 to 1999,Occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1980 to 1999,Owner-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1980 to 1999,Owner-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1980 to 1999,Renter-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1980 to 1999,Renter-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1980 to 1999,Occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1960 to 1979,Occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1960 to 1979,Owner-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1960 to 1979,Owner-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1960 to 1979,Renter-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1960 to 1979,Renter-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1960 to 1979,Occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1940 to 1959,Occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1940 to 1959,Owner-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1940 to 1959,Owner-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1940 to 1959,Renter-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1940 to 1959,Renter-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1940 to 1959,Occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1939 or earlier,Occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1939 or earlier,Owner-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1939 or earlier,Owner-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1939 or earlier,Renter-occupied housing units; Estimate; YEAR STRUCTURE BUILT - 1939 or earlier,Renter-occupied housing units; Margin of Error; YEAR STRUCTURE BUILT - 1939 or earlier,Occupied housing units; Estimate; ROOMS - 1 room,Occupied housing units; Margin of Error; ROOMS - 1 room,Owner-occupied housing units; Estimate; ROOMS - 1 room,Owner-occupied housing units; Margin of Error; ROOMS - 1 room,Renter-occupied housing units; Estimate; ROOMS - 1 room,Renter-occupied housing units; Margin of Error; ROOMS - 1 room,Occupied housing units; Estimate; ROOMS - 2 or 3 rooms,Occupied housing units; Margin of Error; ROOMS - 2 or 3 rooms,Owner-occupied housing units; Estimate; ROOMS - 2 or 3 rooms,Owner-occupied housing units; Margin of Error; ROOMS - 2 or 3 rooms,Renter-occupied housing units; Estimate; ROOMS - 2 or 3 rooms,Renter-occupied housing units; Margin of Error; ROOMS - 2 or 3 rooms,Occupied housing units; Estimate; ROOMS - 4 or 5 rooms,Occupied housing units; Margin of Error; ROOMS - 4 or 5 rooms,Owner-occupied housing units; Estimate; ROOMS - 4 or 5 rooms,Owner-occupied housing units; Margin of Error; ROOMS - 4 or 5 rooms,Renter-occupied housing units; Estimate; ROOMS - 4 or 5 rooms,Renter-occupied housing units; Margin of Error; ROOMS - 4 or 5 rooms,Occupied housing units; Estimate; ROOMS - 6 or 7 rooms,Occupied housing units; Margin of Error; ROOMS - 6 or 7 rooms,Owner-occupied housing units; Estimate; ROOMS - 6 or 7 rooms,Owner-occupied housing units; Margin of Error; ROOMS - 6 or 7 rooms,Renter-occupied housing units; Estimate; ROOMS - 6 or 7 rooms,Renter-occupied housing units; Margin of Error; ROOMS - 6 or 7 rooms,Occupied housing units; Estimate; ROOMS - 8 or more rooms,Occupied housing units; Margin of Error; ROOMS - 8 or more rooms,Owner-occupied housing units; Estimate; ROOMS - 8 or more rooms,Owner-occupied housing units; Margin of Error; ROOMS - 8 or more rooms,Renter-occupied housing units; Estimate; ROOMS - 8 or more rooms,Renter-occupied housing units; Margin of Error; ROOMS - 8 or more rooms,Occupied housing units; Estimate; BEDROOMS - No bedroom,Occupied housing units; Margin of Error; BEDROOMS - No bedroom,Owner-occupied housing units; Estimate; BEDROOMS - No bedroom,Owner-occupied housing units; Margin of Error; BEDROOMS - No bedroom,Renter-occupied housing units; Estimate; BEDROOMS - No bedroom,Renter-occupied housing units; Margin of Error; BEDROOMS - No bedroom,Occupied housing units; Estimate; BEDROOMS - 1 bedroom,Occupied housing units; Margin of Error; BEDROOMS - 1 bedroom,Owner-occupied housing units; Estimate; BEDROOMS - 1 bedroom,Owner-occupied housing units; Margin of Error; BEDROOMS - 1 bedroom,Renter-occupied housing units; Estimate; BEDROOMS - 1 bedroom,Renter-occupied housing units; Margin of Error; BEDROOMS - 1 bedroom,Occupied housing units; Estimate; BEDROOMS - 2 or 3 bedrooms,Occupied housing units; Margin of Error; BEDROOMS - 2 or 3 bedrooms,Owner-occupied housing units; Estimate; BEDROOMS - 2 or 3 bedrooms,Owner-occupied housing units; Margin of Error; BEDROOMS - 2 or 3 bedrooms,Renter-occupied housing units; Estimate; BEDROOMS - 2 or 3 bedrooms,Renter-occupied housing units; Margin of Error; BEDROOMS - 2 or 3 bedrooms,Occupied housing units; Estimate; BEDROOMS - 4 or more bedrooms,Occupied housing units; Margin of Error; BEDROOMS - 4 or more bedrooms,Owner-occupied housing units; Estimate; BEDROOMS - 4 or more bedrooms,Owner-occupied housing units; Margin of Error; BEDROOMS - 4 or more bedrooms,Renter-occupied housing units; Estimate; BEDROOMS - 4 or more bedrooms,Renter-occupied housing units; Margin of Error; BEDROOMS - 4 or more bedrooms,Occupied housing units; Estimate; COMPLETE FACILITIES - With complete plumbing facilities,Occupied housing units; Margin of Error; COMPLETE FACILITIES - With complete plumbing facilities,Owner-occupied housing units; Estimate; COMPLETE FACILITIES - With complete plumbing facilities,Owner-occupied housing units; Margin of Error; COMPLETE FACILITIES - With complete plumbing facilities,Renter-occupied housing units; Estimate; COMPLETE FACILITIES - With complete plumbing facilities,Renter-occupied housing units; Margin of Error; COMPLETE FACILITIES - With complete plumbing facilities,Occupied housing units; Estimate; COMPLETE FACILITIES - With complete kitchen facilities,Occupied housing units; Margin of Error; COMPLETE FACILITIES - With complete kitchen facilities,Owner-occupied housing units; Estimate; COMPLETE FACILITIES - With complete kitchen facilities,Owner-occupied housing units; Margin of Error; COMPLETE FACILITIES - With complete kitchen facilities,Renter-occupied housing units; Estimate; COMPLETE FACILITIES - With complete kitchen facilities,Renter-occupied housing units; Margin of Error; COMPLETE FACILITIES - With complete kitchen facilities,Occupied housing units; Estimate; VEHICLES AVAILABLE - No vehicle available,Occupied housing units; Margin of Error; VEHICLES AVAILABLE - No vehicle available,Owner-occupied housing units; Estimate; VEHICLES AVAILABLE - No vehicle available,Owner-occupied housing units; Margin of Error; VEHICLES AVAILABLE - No vehicle available,Renter-occupied housing units; Estimate; VEHICLES AVAILABLE - No vehicle available,Renter-occupied housing units; Margin of Error; VEHICLES AVAILABLE - No vehicle available,Occupied housing units; Estimate; VEHICLES AVAILABLE - 1 vehicle available,Occupied housing units; Margin of Error; VEHICLES AVAILABLE - 1 vehicle available,Owner-occupied housing units; Estimate; VEHICLES AVAILABLE - 1 vehicle available,Owner-occupied housing units; Margin of Error; VEHICLES AVAILABLE - 1 vehicle available,Renter-occupied housing units; Estimate; VEHICLES AVAILABLE - 1 vehicle available,Renter-occupied housing units; Margin of Error; VEHICLES AVAILABLE - 1 vehicle available,Occupied housing units; Estimate; VEHICLES AVAILABLE - 2 vehicles available,Occupied housing units; Margin of Error; VEHICLES AVAILABLE - 2 vehicles available,Owner-occupied housing units; Estimate; VEHICLES AVAILABLE - 2 vehicles available,Owner-occupied housing units; Margin of Error; VEHICLES AVAILABLE - 2 vehicles available,Renter-occupied housing units; Estimate; VEHICLES AVAILABLE - 2 vehicles available,Renter-occupied housing units; Margin of Error; VEHICLES AVAILABLE - 2 vehicles available,Occupied housing units; Estimate; VEHICLES AVAILABLE - 3 or more vehicles available,Occupied housing units; Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available,Owner-occupied housing units; Estimate; VEHICLES AVAILABLE - 3 or more vehicles available,Owner-occupied housing units; Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available,Renter-occupied housing units; Estimate; VEHICLES AVAILABLE - 3 or more vehicles available,Renter-occupied housing units; Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available,Occupied housing units; Estimate; TELEPHONE SERVICE AVAILABLE - With telephone service,Occupied housing units; Margin of Error; TELEPHONE SERVICE AVAILABLE - With telephone service,Owner-occupied housing units; Estimate; TELEPHONE SERVICE AVAILABLE - With telephone service,Owner-occupied housing units; Margin of Error; TELEPHONE SERVICE AVAILABLE - With telephone service,Renter-occupied housing units; Estimate; TELEPHONE SERVICE AVAILABLE - With telephone service,Renter-occupied housing units; Margin of Error; TELEPHONE SERVICE AVAILABLE - With telephone service,Occupied housing units; Estimate; HOUSE HEATING FUEL - Utility gas,Occupied housing units; Margin of Error; HOUSE HEATING FUEL - Utility gas,Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - Utility gas,Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Utility gas,Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - Utility gas,Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Utility gas,"Occupied housing units; Estimate; HOUSE HEATING FUEL - Bottled, tank, or LP gas","Occupied housing units; Margin of Error; HOUSE HEATING FUEL - Bottled, tank, or LP gas","Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - Bottled, tank, or LP gas","Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Bottled, tank, or LP gas","Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - Bottled, tank, or LP gas","Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Bottled, tank, or LP gas",Occupied housing units; Estimate; HOUSE HEATING FUEL - Electricity,Occupied housing units; Margin of Error; HOUSE HEATING FUEL - Electricity,Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - Electricity,Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Electricity,Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - Electricity,Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Electricity,"Occupied housing units; Estimate; HOUSE HEATING FUEL - Fuel oil, kerosene, etc.","Occupied housing units; Margin of Error; HOUSE HEATING FUEL - Fuel oil, kerosene, etc.","Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - Fuel oil, kerosene, etc.","Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Fuel oil, kerosene, etc.","Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - Fuel oil, kerosene, etc.","Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Fuel oil, kerosene, etc.",Occupied housing units; Estimate; HOUSE HEATING FUEL - Coal or coke,Occupied housing units; Margin of Error; HOUSE HEATING FUEL - Coal or coke,Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - Coal or coke,Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Coal or coke,Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - Coal or coke,Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - Coal or coke,Occupied housing units; Estimate; HOUSE HEATING FUEL - All other fuels,Occupied housing units; Margin of Error; HOUSE HEATING FUEL - All other fuels,Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - All other fuels,Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - All other fuels,Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - All other fuels,Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - All other fuels,Occupied housing units; Estimate; HOUSE HEATING FUEL - No fuel used,Occupied housing units; Margin of Error; HOUSE HEATING FUEL - No fuel used,Owner-occupied housing units; Estimate; HOUSE HEATING FUEL - No fuel used,Owner-occupied housing units; Margin of Error; HOUSE HEATING FUEL - No fuel used,Renter-occupied housing units; Estimate; HOUSE HEATING FUEL - No fuel used,Renter-occupied housing units; Margin of Error; HOUSE HEATING FUEL - No fuel used
0400000US01,01,Alabama,1841217,10615,1246080,12085,595137,11423,70.6,0.5,84.8,0.5,40.9,1.1,1.7,0.1,1.5,0.2,2.1,0.3,2.0,0.1,0.1,0.1,5.9,0.5,2.9,0.2,0.2,0.1,8.4,0.6,4.2,0.2,0.2,0.1,12.7,0.7,6.2,0.3,0.3,0.1,18.5,0.8,12.4,0.3,12.9,0.5,11.5,0.6,3.1,0.2,3.1,0.2,2.9,0.4,16.6,0.4,18.2,0.5,13.1,0.7,33.9,0.5,34.1,0.6,33.5,0.9,28.5,0.5,27.6,0.5,30.4,1.1,12.9,0.4,12.1,0.4,14.5,0.7,5.1,0.2,4.9,0.3,5.5,0.4,0.7,0.1,0.2,0.1,1.8,0.3,6.4,0.3,1.5,0.1,16.7,0.8,35.5,0.5,27.1,0.6,53.1,1.1,36.1,0.5,42.5,0.6,22.6,0.8,21.2,0.5,28.6,0.6,5.7,0.5,0.8,0.1,0.2,0.1,2.0,0.3,5.9,0.3,1.0,0.1,16.1,0.8,72.8,0.6,71.6,0.6,75.2,0.8,20.5,0.5,27.1,0.6,6.7,0.5,99.7,0.1,99.8,0.1,99.5,0.2,99.3,0.1,99.7,0.1,98.6,0.2,6.5,0.3,3.2,0.2,13.6,0.7,33.3,0.6,25.6,0.6,49.4,1.2,36.7,0.5,40.9,0.6,28.0,1.0,23.5,0.4,30.4,0.5,9.0,0.6,97.4,0.2,98.3,0.1,95.4,0.5,28.4,0.5,31.1,0.6,22.7,0.9,6.2,0.2,7.5,0.3,3.5,0.3,63.7,0.5,59.7,0.6,72.2,1.0,0.2,0.1,0.1,0.1,0.3,0.1,0.0,0.1,0.0,0.1,0.1,0.1,1.0,0.1,1.3,0.1,0.6,0.1,0.4,0.1,0.3,0.1,0.6,0.1
0400000US02,02,Alaska,249659,2978,156006,4250,93653,4082,60.2,1.5,80.9,1.3,25.8,2.2,8.3,1.0,7.4,1.2,9.8,1.5,5.1,0.7,2.2,0.6,9.9,1.6,8.5,0.8,1.8,0.5,19.8,2.2,4.7,0.7,0.9,0.3,11.2,1.5,8.7,0.9,1.8,0.4,20.3,2.1,4.4,0.6,5.1,0.7,3.1,0.9,3.2,0.6,2.3,0.6,4.6,1.3,16.8,1.1,18.1,1.3,14.7,2.0,38.4,1.4,39.9,1.6,35.8,2.2,33.0,1.3,31.2,1.5,36.1,2.2,7.2,0.8,7.0,0.9,7.3,1.3,1.5,0.3,1.5,0.4,1.4,0.4,2.5,0.4,1.2,0.4,4.7,0.8,18.6,1.2,10.2,1.0,32.4,2.7,38.8,1.4,36.2,1.7,43.1,2.7,23.9,1.2,30.5,1.5,12.9,2.0,16.2,1.0,21.8,1.5,6.8,1.2,2.8,0.5,1.5,0.5,5.0,0.9,13.1,1.1,6.8,0.9,23.4,2.3,63.0,1.5,63.7,1.6,61.8,2.4,21.2,1.1,28.0,1.4,9.8,1.4,96.2,0.4,95.8,0.6,96.9,0.7,96.9,0.4,97.0,0.4,96.7,0.9,8.7,0.6,5.6,0.5,13.7,1.6,31.4,1.3,24.4,1.5,43.1,2.2,38.3,1.3,40.7,1.6,34.4,2.5,21.6,1.1,29.3,1.4,8.7,1.5,98.1,0.4,98.7,0.3,97.1,0.9,48.0,1.1,51.8,1.4,41.6,2.3,1.1,0.2,1.2,0.3,1.1,0.3,12.4,0.8,5.9,0.8,23.3,1.9,29.6,1.0,31.2,1.3,26.9,1.7,0.4,0.2,0.2,0.1,0.8,0.5,7.7,0.7,9.9,1.0,4.2,0.9,0.8,0.3,0.0,0.1,2.0,0.8
0400000US04,04,Arizona,2428743,11353,1484857,11801,943886,14175,65.8,0.4,81.7,0.4,40.8,0.8,4.7,0.2,4.7,0.2,4.6,0.4,1.4,0.1,0.3,0.1,3.1,0.3,3.2,0.2,0.5,0.1,7.3,0.4,4.1,0.2,0.7,0.1,9.6,0.5,11.7,0.3,1.0,0.1,28.6,0.8,9.1,0.3,11.1,0.3,6.0,0.4,2.3,0.1,2.3,0.2,2.3,0.2,25.5,0.4,27.5,0.5,22.3,0.6,38.3,0.4,38.4,0.5,38.0,0.8,24.8,0.3,23.3,0.5,27.1,0.7,7.5,0.2,7.3,0.3,8.0,0.5,1.7,0.1,1.3,0.1,2.2,0.3,1.7,0.1,0.5,0.1,3.6,0.4,12.5,0.3,4.8,0.2,24.7,0.7,39.2,0.5,34.5,0.6,46.4,0.9,31.6,0.4,39.0,0.6,20.0,0.7,15.0,0.3,21.2,0.4,5.3,0.4,1.9,0.1,0.5,0.1,4.0,0.4,10.4,0.3,3.5,0.2,21.1,0.7,63.8,0.5,64.8,0.6,62.3,0.9,24.0,0.4,31.1,0.5,12.7,0.6,99.4,0.1,99.3,0.1,99.5,0.1,99.3,0.1,99.4,0.1,99.0,0.2,6.8,0.3,2.7,0.2,13.3,0.7,37.4,0.5,31.5,0.5,46.7,0.8,38.0,0.5,43.0,0.6,30.2,0.8,17.7,0.4,22.7,0.5,9.8,0.6,97.5,0.1,98.1,0.1,96.4,0.3,33.5,0.4,39.6,0.5,23.8,0.7,2.7,0.2,3.5,0.2,1.4,0.2,59.6,0.4,51.9,0.6,71.6,0.7,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,2.6,0.1,3.5,0.2,1.1,0.1,1.7,0.1,1.4,0.2,2.1,0.2
